0
"[[ 99.    1.9]
 [ 66.    2.7]
 [ 65.    1.4]
 ...
 [ 66.    2. ]
 [133.   20.2]
 [7.0000e+01 4.8140e+02]
 [1.3300e+02 6.9000e+00]
 [6.6000e+01 4.5000e+00]
 [6.6000e+01 4.2000e+00]
 [6.6000e+01 6.0000e+00]
 [6.6000e+01 1.1100e+01]
 [6.6000e+01 1.6000e+00]
 [6.3000e+01 1.3500e+01]
 [6.6000e+01 2.2000e+00]
 [6.6000e+01 1.8000e+00]
 [6.6000e+01 2.9000e+00]
 [9.9000e+01 2.2000e+00]
 [6.6000e+01 2.1000e+00]
 [6.6000e+01 2.4000e+00]
 [6.6000e+01 1.5000e+00]
 [6.6000e+01 2.1100e+01]
 [6.6000e+01 2.4000e+00]
 [6.6000e+01 2.8000e+00]
 [6.6000e+01 9.7000e+00]
 [6.6000e+01 6.0000e+00]
 [6.6000e+01 1.3900e+01]
 [6.6000e+01 4.5000e+00]
 [6.6000e+01 1.2900e+01]
 [6.6000e+01 6.2000e+00]
 [9.9000e+01 1.8700e+01]
 [6.6000e+01 6.8000e+00]
 [9.9000e+01 1.4300e+01]
 [9.9000e+01 1.1000e+00]
 [6.6000e+01 7.0000e-01]
 [6.6000e+01 1.6300e+01]
 [6.6000e+01 1.5000e+01]
 [6.6000e+01 3.1000e+00]
 [6.6000e+01 6.5000e+00]
 [1.3200e+02 3.0100e+01]
 [6.6000e+01 5.4000e+00]
 [1.9900e+02 1.5000e+01]
 [6.6000e+01 2.1000e+00]
 [9.9000e+01 2.9000e+00]
 [1.0000e+02 8.0000e-01]
 [6.6000e+01 2.9000e+00]
 [9.9000e+01 2.4600e+01]
 [6.6000e+01 2.8100e+01]
 [9.9000e+01 1.8700e+01]
 [6.6000e+01 6.9000e+01]
 [6.5000e+01 5.9000e+00]
 [1.3200e+02 5.3800e+01]
 [6.6000e+01 3.6000e+00]
 [1.0600e+02 1.9360e+02]
 [6.8000e+01 5.0000e-01]
 [6.6000e+01 3.9000e+00]
 [9.9000e+01 4.1000e+00]
 [6.6000e+01 1.5000e+00]
 [6.6000e+01 1.1000e+00]
 [6.3000e+01 2.6000e+00]
 [9.9000e+01 3.5000e+00]
 [6.6000e+01 2.9000e+00]
 [6.6000e+01 2.5000e+00]
 [1.3300e+02 8.7000e+01]
 [1.3200e+02 1.1300e+01]
 [9.9000e+01 1.3000e+00]
 [6.6000e+01 1.5000e+00]
 [6.0000e+01 3.2000e+00]
 [1.3300e+02 6.5000e+00]
 [6.6000e+01 2.6000e+00]
 [5.8000e+01 1.6000e+00]
 [9.9000e+01 2.3000e+00]
 [1.3300e+02 2.2000e+00]
 [9.9000e+01 5.3000e+00]
 [6.6000e+01 2.2000e+00]
 [6.4000e+01 6.0000e-01]
 [6.6000e+01 2.4000e+00]
 [6.5000e+01 2.5000e+00]
 [6.7000e+01 2.7000e+00]
 [6.6000e+01 3.9000e+00]
 [6.6000e+01 2.3000e+00]
 [6.6000e+01 3.5000e+00]]"
"[[ 66.    5.3]
 [101.    1.6]
 [ 66.    6.1]
 ...
 [ 99.    1.9]
 [ 66.    1.5]
 [ 66.    1.3]]"
"[[ 66.    3.7]
 [ 99.    4.2]
 [ 66.    1.7]
 ...
 [ 66.    6.4]
 [133.    9.7]
 [ 66.   23.7]]"
"[[6.6000e+01 8.0000e+00]
 [6.6000e+01 2.7000e+00]
 [6.5000e+01 4.5000e+00]
 [6.6000e+01 8.2000e+00]
 [6.6000e+01 4.7000e+00]
 [6.6000e+01 9.0000e-01]
 [1.3200e+02 5.3000e+00]
 [6.6000e+01 1.3000e+00]
 [6.7000e+01 2.4000e+00]
 [6.6000e+01 2.1000e+00]
 [6.6000e+01 2.9000e+00]
 [9.9000e+01 3.5000e+00]
 [6.6000e+01 1.2000e+00]
 [6.6000e+01 2.8000e+00]
 [6.6000e+01 2.4000e+00]
 [6.6000e+01 2.7000e+00]
 [1.0000e+02 2.4000e+00]
 [6.6000e+01 3.2000e+00]
 [6.6000e+01 7.0000e+00]
 [6.6000e+01 2.3000e+00]
 [1.3300e+02 4.0600e+01]
 [6.6000e+01 2.9000e+00]
 [1.3200e+02 2.3000e+00]
 [6.6000e+01 6.2000e+00]
 [6.6000e+01 4.6000e+00]
 [6.6000e+01 5.6000e+00]
 [9.9000e+01 3.1000e+00]
 [6.6000e+01 3.6000e+00]
 [6.6000e+01 1.4000e+00]
 [6.6000e+01 6.8000e+00]
 [6.6000e+01 1.9000e+00]
 [6.6000e+01 4.7000e+00]
 [6.6000e+01 5.6000e+00]
 [6.6000e+01 9.0000e-01]
 [6.6000e+01 1.7000e+00]
 [1.3300e+02 7.4000e+00]
 [6.6000e+01 6.0000e-01]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 9.9000e+00]
 [6.6000e+01 6.3000e+00]
 [6.6000e+01 7.4000e+00]
 [6.6000e+01 7.0000e+00]
 [6.6000e+01 5.2000e+00]
 [6.6000e+01 3.7000e+00]
 [6.6000e+01 2.0000e+01]
 [6.6000e+01 1.2000e+00]
 [6.6000e+01 1.5000e+00]
 [6.6000e+01 2.7000e+00]
 [6.5000e+01 7.3000e+00]
 [6.6000e+01 1.0000e+00]
 [6.6000e+01 7.6000e+00]
 [1.3200e+02 2.5000e+00]
 [1.6600e+02 5.9000e+00]
 [1.3300e+02 5.3000e+00]
 [9.9000e+01 5.1000e+00]
 [6.6000e+01 7.4000e+00]
 [6.6000e+01 8.0000e+00]
 [9.9000e+01 1.3300e+01]
 [6.6000e+01 1.5000e+00]
 [6.6000e+01 2.6000e+00]
 [6.5000e+01 2.1000e+00]
 [9.9000e+01 9.0000e+00]
 [6.6000e+01 5.0000e+00]
 [6.6000e+01 4.5000e+00]
 [6.6000e+01 4.9000e+00]
 [6.6000e+01 4.8000e+00]
 [6.7000e+01 3.4000e+00]
 [9.9000e+01 7.3000e+00]
 [6.6000e+01 6.7000e+00]
 [6.6000e+01 5.2000e+00]
 [6.6000e+01 5.2000e+00]
 [6.6000e+01 1.4000e+00]
 [6.6000e+01 4.4000e+00]
 [6.7000e+01 7.2000e+00]
 [6.6000e+01 3.9500e+01]
 [6.6000e+01 6.0000e+00]
 [9.9000e+01 1.4100e+01]
 [6.6000e+01 1.4361e+03]
 [9.9000e+01 8.2000e+00]
 [9.9000e+01 2.1500e+01]
 [6.6000e+01 6.0000e+00]
 [1.6600e+02 1.7800e+01]
 [6.6000e+01 3.3000e+00]
 [9.9000e+01 1.7100e+01]
 [9.9000e+01 1.8000e+00]
 [1.3200e+02 1.4600e+01]
 [6.6000e+01 5.2000e+00]
 [6.6000e+01 1.4000e+00]
 [6.6000e+01 5.6000e+00]
 [6.6000e+01 7.4000e+00]
 [1.0000e+02 1.6300e+01]
 [6.6000e+01 2.0300e+01]
 [6.6000e+01 1.3500e+01]
 [6.6000e+01 3.3000e+00]
 [6.6000e+01 9.2000e+00]
 [6.7000e+01 7.9000e+00]
 [6.7000e+01 1.7000e+00]
 [6.5000e+01 7.0000e+00]
 [6.6000e+01 6.4000e+00]
 [6.6000e+01 1.1700e+01]
 [6.6000e+01 4.7000e+00]
 [1.9900e+02 1.6600e+01]
 [6.6000e+01 4.4000e+00]
 [6.6000e+01 7.0000e+00]
 [6.6000e+01 8.6000e+00]
 [6.6000e+01 6.9000e+00]
 [6.6000e+01 6.7000e+00]
 [1.9900e+02 2.0000e+01]
 [6.7000e+01 9.4000e+00]
 [6.6000e+01 9.2000e+00]
 [6.6000e+01 1.1300e+01]
 [1.2800e+02 1.2900e+01]
 [6.6000e+01 1.3400e+01]
 [6.6000e+01 4.5000e+00]
 [6.6000e+01 1.1500e+01]
 [6.6000e+01 6.2000e+00]
 [6.6000e+01 7.2000e+00]
 [6.6000e+01 1.3000e+01]
 [6.6000e+01 1.4000e+00]
 [6.6000e+01 8.7000e+00]
 [6.6000e+01 1.4100e+01]
 [6.6000e+01 1.0900e+01]
 [1.3300e+02 1.1600e+01]
 [6.6000e+01 3.3000e+00]
 [1.9900e+02 1.3700e+01]
 [1.3300e+02 7.6000e+00]
 [6.6000e+01 4.2000e+00]
 [1.3300e+02 1.3100e+01]
 [6.6000e+01 7.4000e+00]
 [6.6000e+01 6.4000e+00]
 [2.3300e+02 2.2061e+03]
 [6.6000e+01 5.1000e+00]
 [6.6000e+01 7.1110e+02]
 [6.6000e+01 1.2415e+03]
 [6.6000e+01 5.0000e+00]
 [6.6000e+01 8.0000e-01]
 [6.6000e+01 5.6000e+00]
 [6.6000e+01 6.0000e+00]
 [6.6000e+01 1.0000e+01]
 [6.6000e+01 1.3700e+01]
 [6.6000e+01 5.6000e+00]
 [6.6000e+01 6.3000e+00]
 [6.6000e+01 1.2200e+01]
 [6.6000e+01 8.7000e+00]
 [6.6000e+01 1.2300e+01]
 [6.6000e+01 3.8000e+00]
 [9.9000e+01 1.7600e+01]
 [6.6000e+01 8.6000e+00]
 [1.3200e+02 3.0000e+01]
 [9.9000e+01 7.2000e+00]
 [6.6000e+01 3.4000e+00]
 [9.9000e+01 1.6800e+01]
 [6.6000e+01 6.7000e+00]
 [6.6000e+01 6.0000e+00]
 [6.6000e+01 1.1400e+01]
 [6.6000e+01 2.2000e+01]
 [6.6000e+01 8.1000e+00]
 [6.6000e+01 7.5000e+00]
 [6.6000e+01 2.0000e+00]
 [6.6000e+01 1.2200e+01]
 [6.6000e+01 1.7000e+00]
 [6.6000e+01 4.2000e+00]
 [9.9000e+01 4.7000e+00]
 [6.6000e+01 3.1000e+00]
 [6.6000e+01 4.7000e+00]
 [6.6000e+01 2.0000e+00]
 [6.6000e+01 2.9000e+00]
 [6.6000e+01 4.1000e+00]
 [6.6000e+01 7.4000e+00]
 [6.5000e+01 6.0000e+00]
 [6.6000e+01 1.2000e+00]
 [6.5000e+01 5.4000e+00]
 [6.6000e+01 9.8000e+00]
 [6.6000e+01 6.8000e+00]
 [6.6000e+01 3.8000e+00]
 [9.9000e+01 1.4800e+01]
 [9.9000e+01 4.8000e+00]
 [6.6000e+01 5.0000e+00]
 [6.6000e+01 1.1000e+00]
 [6.6000e+01 6.6000e+00]
 [6.6000e+01 8.2000e+00]
 [6.6000e+01 3.5000e+00]
 [9.9000e+01 2.3000e+01]
 [6.6000e+01 4.5000e+00]
 [6.6000e+01 6.5000e+00]
 [6.6000e+01 6.3000e+00]
 [6.6000e+01 1.1000e+00]
 [6.6000e+01 6.3000e+00]
 [6.6000e+01 6.8000e+00]
 [6.6000e+01 4.8000e+00]
 [1.9900e+02 1.6300e+01]
 [1.9900e+02 2.5700e+01]
 [6.7000e+01 9.0000e-01]
 [6.6000e+01 5.2000e+00]
 [9.9000e+01 2.5400e+01]
 [2.3300e+02 2.1100e+01]
 [6.6000e+01 6.0000e+00]
 [6.6000e+01 5.9000e+00]
 [1.3300e+02 2.5900e+01]
 [6.6000e+01 9.1000e+00]
 [6.6000e+01 2.3000e+00]
 [6.6000e+01 6.3000e+00]
 [9.9000e+01 9.0000e+00]
 [1.0000e+02 6.3000e+00]
 [6.7000e+01 1.6000e+00]
 [6.8000e+01 5.0000e+00]
 [6.6000e+01 3.2000e+00]
 [1.3200e+02 1.6200e+01]
 [6.6000e+01 5.5000e+00]
 [6.6000e+01 3.2000e+00]
 [6.6000e+01 9.8000e+00]
 [1.3500e+02 1.8100e+01]
 [6.6000e+01 7.5000e+00]
 [6.6000e+01 1.2100e+01]
 [6.6000e+01 1.4700e+01]
 [6.6000e+01 1.1100e+01]
 [6.6000e+01 3.3000e+00]
 [2.3200e+02 1.8100e+01]
 [6.6000e+01 3.3000e+00]
 [6.6000e+01 9.6000e+00]
 [6.6000e+01 1.3300e+01]
 [6.6000e+01 9.7000e+00]
 [6.6000e+01 1.0500e+01]
 [6.6000e+01 9.6000e+00]
 [6.6000e+01 2.7000e+00]
 [6.6000e+01 1.1300e+01]
 [1.3300e+02 2.1800e+01]
 [1.9900e+02 2.2500e+01]
 [6.6000e+01 4.9000e+00]
 [1.3300e+02 1.6100e+01]
 [6.7000e+01 2.6400e+01]
 [6.6000e+01 1.0200e+01]
 [6.6000e+01 5.0000e+00]
 [6.6000e+01 7.6000e+00]
 [6.6000e+01 7.7000e+00]
 [1.3300e+02 1.9100e+01]
 [9.9000e+01 9.1000e+00]
 [6.6000e+01 1.2000e+00]
 [9.9000e+01 3.3200e+01]
 [6.6000e+01 4.7700e+01]
 [6.6000e+01 2.9000e+00]
 [1.3200e+02 9.9000e+00]
 [6.6000e+01 5.7000e+00]
 [1.0000e+02 7.6000e+00]
 [6.6000e+01 5.1000e+00]
 [6.6000e+01 1.0000e+00]
 [6.9000e+01 2.4000e+00]
 [6.6000e+01 1.1600e+01]
 [6.6000e+01 6.2000e+00]
 [6.6000e+01 4.6000e+00]
 [6.6000e+01 3.0000e+00]
 [1.3300e+02 2.1100e+01]
 [6.6000e+01 1.7000e+00]
 [9.9000e+01 1.6300e+01]
 [1.0000e+02 2.2000e+00]
 [6.6000e+01 9.4000e+00]
 [6.6000e+01 4.9000e+00]
 [1.3100e+02 8.2000e+00]
 [6.6000e+01 5.6000e+00]
 [6.6000e+01 5.0000e+00]
 [1.3300e+02 1.1100e+01]
 [6.6000e+01 1.5900e+01]
 [6.6000e+01 4.0000e+00]
 [6.6000e+01 2.4000e+00]
 [9.9000e+01 1.5500e+01]
 [6.6000e+01 7.1000e+00]
 [6.6000e+01 4.4000e+00]
 [1.3300e+02 2.2400e+01]
 [1.3300e+02 1.5900e+01]
 [6.6000e+01 1.1700e+01]
 [6.6000e+01 8.7000e+00]
 [6.6000e+01 8.2000e+00]
 [6.6000e+01 1.0540e+02]
 [6.6000e+01 5.4000e+00]
 [6.6000e+01 6.6000e+00]
 [6.6000e+01 2.2610e+02]
 [9.9000e+01 5.5000e+00]
 [6.6000e+01 1.5900e+01]
 [9.9000e+01 9.6000e+00]
 [9.9000e+01 9.9000e+00]
 [9.9000e+01 1.2700e+01]
 [6.6000e+01 1.6000e+00]
 [9.9000e+01 5.9000e+00]
 [6.6000e+01 3.1000e+00]
 [6.6000e+01 8.5000e+00]
 [6.6000e+01 4.1000e+00]
 [6.6000e+01 3.9000e+00]
 [9.9000e+01 1.0700e+01]
 [9.9000e+01 1.0300e+01]
 [6.6000e+01 6.7000e+00]
 [6.6000e+01 1.6000e+00]
 [6.6000e+01 1.2000e+01]
 [6.6000e+01 9.2000e+00]
 [6.6000e+01 3.8000e+00]
 [6.6000e+01 2.4000e+00]
 [6.6000e+01 6.0000e+00]
 [6.6000e+01 1.1500e+01]
 [6.3000e+01 5.0000e+00]
 [1.3300e+02 9.6000e+00]
 [1.3300e+02 9.8000e+00]
 [6.6000e+01 2.1000e+01]
 [1.3300e+02 1.4000e+01]
 [6.6000e+01 7.6000e+00]
 [1.3200e+02 2.0300e+01]
 [6.6000e+01 2.0900e+01]
 [6.6000e+01 5.0000e+00]
 [1.3300e+02 1.5300e+01]
 [9.9000e+01 1.4000e+01]
 [6.6000e+01 1.3600e+01]
 [6.6000e+01 8.2000e+00]
 [6.6000e+01 4.6000e+00]
 [6.6000e+01 7.8000e+00]
 [9.9000e+01 1.4500e+01]
 [6.6000e+01 7.0000e-01]
 [6.9000e+01 8.3000e+00]
 [6.6000e+01 1.8000e+00]
 [6.6000e+01 1.9000e+00]
 [6.6000e+01 2.6000e+00]
 [6.6000e+01 9.0000e-01]
 [6.6000e+01 9.9000e+00]
 [6.6000e+01 7.0000e+00]
 [6.5000e+01 4.5000e+00]
 [6.6000e+01 5.5000e+00]
 [6.6000e+01 7.0000e+00]
 [6.6000e+01 1.1000e+01]
 [9.9000e+01 4.6000e+00]
 [6.6000e+01 1.3000e+00]
 [6.6000e+01 6.7000e+00]
 [9.9000e+01 1.4000e+00]
 [6.6000e+01 3.1000e+00]
 [6.6000e+01 2.4000e+00]
 [6.6000e+01 2.4000e+00]
 [6.6000e+01 5.4000e+00]
 [6.6000e+01 1.0700e+01]
 [1.0000e+02 1.7800e+01]
 [6.6000e+01 7.7000e+00]
 [9.9000e+01 1.4600e+01]
 [9.9000e+01 3.8000e+00]
 [6.6000e+01 1.9000e+00]
 [6.6000e+01 4.8000e+00]
 [6.6000e+01 9.9000e+00]
 [6.6000e+01 2.7000e+00]
 [6.6000e+01 4.3000e+00]
 [6.6000e+01 1.6000e+00]
 [6.8000e+01 8.4000e+00]
 [6.6000e+01 2.2000e+00]
 [6.6000e+01 8.1000e+00]
 [6.6000e+01 1.1000e+00]
 [9.9000e+01 3.0000e+00]
 [6.6000e+01 2.4000e+00]
 [6.6000e+01 1.8000e+00]
 [6.6000e+01 2.3000e+00]
 [6.6000e+01 1.0100e+01]
 [6.6000e+01 1.0500e+01]
 [6.6000e+01 3.1000e+00]
 [6.6000e+01 2.8000e+00]
 [6.6000e+01 3.4000e+00]]"
"[[6.6000e+01 6.9000e+00]
 [6.6000e+01 1.2200e+01]
 [1.0000e+02 5.0000e+00]
 [6.6000e+01 7.0000e+00]
 [6.6000e+01 7.4000e+00]
 [6.6000e+01 8.7000e+00]
 [6.6000e+01 2.5000e+00]
 [6.6000e+01 1.5000e+00]
 [6.6000e+01 8.0000e-01]
 [1.3300e+02 1.5200e+01]
 [6.6000e+01 2.1600e+01]
 [6.6000e+01 6.8000e+00]
 [6.6000e+01 7.0000e+00]
 [6.6000e+01 4.4000e+00]
 [6.6000e+01 1.6900e+01]
 [6.6000e+01 7.1000e+00]
 [6.5000e+01 5.5000e+00]
 [6.6000e+01 1.7000e+00]
 [9.9000e+01 2.0000e+00]
 [6.6000e+01 5.1000e+00]
 [6.6000e+01 9.6700e+01]
 [1.3300e+02 5.5000e+00]
 [6.6000e+01 5.7000e+00]
 [1.3300e+02 6.5000e+00]
 [6.6000e+01 6.7000e+00]
 [6.6000e+01 1.0000e+00]
 [6.6000e+01 2.2000e+00]
 [6.7000e+01 6.0000e-01]
 [6.6000e+01 1.3280e+03]
 [6.6000e+01 1.3100e+01]
 [1.0000e+02 1.9400e+01]
 [6.6000e+01 6.0000e-01]
 [9.9000e+01 1.4000e+00]
 [1.3300e+02 2.0600e+01]
 [6.6000e+01 8.0000e-01]
 [6.5000e+01 7.0000e-01]
 [6.6000e+01 9.0000e-01]
 [9.9000e+01 4.3000e+00]
 [6.6000e+01 9.0000e-01]
 [9.9000e+01 1.2000e+00]
 [6.6000e+01 5.0000e-01]
 [1.6600e+02 2.2000e+00]
 [9.9000e+01 1.4500e+01]
 [6.6000e+01 7.8000e+00]
 [1.3500e+02 2.5500e+01]
 [6.6000e+01 4.8000e+00]
 [1.9900e+02 3.7000e+01]
 [6.6000e+01 8.4000e+00]
 [6.6000e+01 1.6000e+00]
 [9.9000e+01 2.2300e+01]
 [6.5000e+01 4.1000e+00]
 [6.6000e+01 2.5000e+00]
 [6.6000e+01 1.3000e+00]
 [1.3300e+02 1.8000e+00]
 [6.6000e+01 1.5000e+00]
 [9.9000e+01 2.4000e+00]
 [6.6000e+01 6.0000e-01]
 [1.3300e+02 1.9900e+01]
 [6.6000e+01 1.0800e+01]
 [6.6000e+01 8.0000e+00]
 [1.3300e+02 2.0300e+01]
 [6.6000e+01 6.4000e+00]
 [6.6000e+01 1.3100e+01]
 [6.6000e+01 1.0500e+01]
 [9.9000e+01 1.6400e+01]
 [1.3300e+02 2.0000e+01]
 [6.6000e+01 1.4000e+00]
 [6.6000e+01 8.0000e-01]
 [9.9000e+01 8.0000e-01]
 [6.6000e+01 7.0000e-01]
 [6.6000e+01 2.3000e+00]
 [1.9900e+02 1.5300e+01]
 [6.6000e+01 7.0000e+00]
 [6.6000e+01 1.0900e+01]
 [6.6000e+01 2.4000e+00]
 [6.6000e+01 2.6000e+00]
 [6.6000e+01 1.9800e+01]
 [6.6000e+01 6.6000e+00]
 [9.7000e+01 2.9000e+01]
 [6.6000e+01 1.0000e+00]
 [6.6000e+01 1.4700e+01]
 [6.6000e+01 1.5500e+01]
 [6.6000e+01 9.9000e+00]
 [1.3300e+02 8.0000e+00]
 [6.6000e+01 9.1000e+00]
 [1.3300e+02 1.4800e+01]
 [9.9000e+01 1.2000e+00]
 [6.6000e+01 1.4300e+01]
 [6.6000e+01 3.1000e+00]
 [6.6000e+01 5.8000e+00]
 [6.6000e+01 1.3000e+01]
 [1.3300e+02 1.4700e+01]
 [6.3000e+01 4.8000e+00]
 [6.6000e+01 4.6000e+00]
 [2.6200e+02 1.5200e+01]
 [6.6000e+01 3.4000e+00]
 [9.9000e+01 2.4200e+01]
 [6.6000e+01 9.0000e-01]
 [6.6000e+01 1.2000e+00]
 [1.3300e+02 8.9000e+00]
 [6.6000e+01 2.9000e+00]
 [6.6000e+01 1.0400e+01]
 [6.6000e+01 1.9000e+00]
 [6.6000e+01 1.7000e+00]
 [6.6000e+01 2.4000e+00]
 [6.6000e+01 6.2000e+00]
 [1.3300e+02 9.5000e+00]
 [6.6000e+01 6.8000e+00]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 6.5000e+00]
 [9.9000e+01 6.8000e+00]
 [6.6000e+01 1.0700e+01]
 [6.6000e+01 1.7000e+00]
 [6.6000e+01 9.0000e-01]
 [6.6000e+01 1.2200e+01]
 [6.6000e+01 1.4000e+01]
 [6.6000e+01 8.9000e+00]
 [6.6000e+01 1.3000e+00]
 [1.9900e+02 3.8000e+01]
 [1.0000e+02 2.7900e+01]
 [6.6000e+01 8.6000e+00]
 [6.6000e+01 6.7000e+00]
 [6.6000e+01 2.0900e+01]
 [9.9000e+01 7.7000e+00]
 [6.6000e+01 2.3300e+01]
 [6.6000e+01 1.3800e+01]
 [1.3300e+02 1.1200e+01]
 [6.6000e+01 8.8000e+00]
 [6.6000e+01 2.7000e+00]
 [1.3300e+02 8.9000e+00]
 [6.6000e+01 6.4000e+00]
 [6.6000e+01 1.1700e+01]
 [1.3300e+02 1.4400e+01]
 [6.6000e+01 8.8000e+00]
 [6.6000e+01 1.9300e+01]
 [6.6000e+01 1.2200e+01]
 [9.9000e+01 1.8500e+01]
 [6.6000e+01 2.4000e+00]
 [6.6000e+01 1.3000e+01]
 [1.0400e+02 1.5200e+01]
 [6.6000e+01 5.5000e+00]
 [9.9000e+01 1.7800e+01]
 [6.5000e+01 1.9100e+01]
 [1.6600e+02 3.3500e+01]
 [6.6000e+01 9.8000e+00]
 [9.9000e+01 2.3900e+01]
 [6.6000e+01 2.7000e+00]
 [1.0000e+02 1.7000e+01]
 [6.6000e+01 1.3000e+01]
 [9.9000e+01 2.4300e+01]
 [1.9900e+02 1.8300e+01]
 [6.6000e+01 5.8000e+00]
 [9.9000e+01 7.9000e+00]
 [6.4000e+01 3.0000e+00]
 [6.6000e+01 3.6000e+00]
 [6.6000e+01 7.1000e+00]
 [1.3200e+02 1.4200e+01]
 [9.9000e+01 1.1400e+01]
 [1.0000e+02 1.6800e+01]
 [6.6000e+01 1.9900e+01]
 [6.6000e+01 5.5000e+00]
 [1.3300e+02 9.0000e+00]
 [6.6000e+01 1.1900e+01]
 [6.6000e+01 1.5000e+00]
 [6.6000e+01 7.5000e+00]
 [6.6000e+01 1.4000e+01]
 [6.6000e+01 7.2000e+00]
 [6.6000e+01 2.0800e+01]
 [6.6000e+01 4.3000e+00]
 [6.5000e+01 5.4000e+00]
 [6.6000e+01 1.1200e+01]
 [1.3300e+02 1.5600e+01]
 [1.3300e+02 8.6000e+00]
 [9.9000e+01 1.0100e+01]
 [9.9000e+01 4.5000e+00]
 [1.3300e+02 3.8000e+00]
 [9.9000e+01 1.5700e+01]
 [6.6000e+01 1.1800e+01]
 [6.6000e+01 8.0000e-01]
 [6.6000e+01 2.2000e+00]
 [6.6000e+01 3.3000e+00]
 [6.6000e+01 5.9000e+00]
 [6.6000e+01 3.0000e+00]
 [6.6000e+01 5.5000e+00]
 [6.6000e+01 1.4500e+01]
 [6.6000e+01 2.8000e+00]
 [2.3300e+02 3.5600e+01]
 [6.6000e+01 7.3000e+00]
 [1.3300e+02 2.1400e+01]
 [6.8000e+01 9.0000e+00]
 [1.3300e+02 2.3500e+01]
 [6.6000e+01 9.0000e-01]
 [6.6000e+01 5.5000e+00]
 [2.6600e+02 2.2000e+01]
 [6.6000e+01 1.0900e+01]
 [6.6000e+01 6.9000e+00]
 [1.3300e+02 2.0600e+01]
 [2.3200e+02 3.3500e+01]
 [1.3300e+02 1.3400e+01]
 [9.9000e+01 1.0000e+00]
 [1.3200e+02 1.0200e+01]
 [1.3300e+02 7.9000e+00]
 [6.6000e+01 9.5000e+00]
 [6.6000e+01 3.3000e+00]
 [2.3200e+02 2.7100e+01]
 [6.6000e+01 4.8000e+00]
 [6.6000e+01 1.1600e+01]
 [1.3300e+02 1.5200e+01]
 [6.6000e+01 9.1000e+00]
 [6.6000e+01 1.6500e+01]
 [6.6000e+01 6.2000e+00]
 [2.6600e+02 2.5800e+01]
 [6.6000e+01 1.2700e+01]
 [6.6000e+01 7.4000e+00]
 [6.6000e+01 5.9000e+00]
 [6.6000e+01 2.0000e+00]
 [1.3200e+02 1.8500e+01]
 [6.6000e+01 1.7700e+01]
 [6.6000e+01 1.0000e+01]
 [1.6600e+02 1.3850e+02]
 [6.4000e+01 3.3000e+00]
 [1.3300e+02 8.5000e+00]
 [1.0000e+02 1.7600e+01]
 [6.6000e+01 2.2000e+00]
 [6.6000e+01 3.7000e+00]
 [6.6000e+01 3.8000e+00]
 [9.9000e+01 1.2200e+01]
 [6.6000e+01 3.6000e+00]
 [6.2000e+01 1.6700e+01]
 [6.6000e+01 7.4000e+00]
 [6.6000e+01 1.7000e+00]
 [1.6600e+02 2.4800e+01]
 [6.6000e+01 5.7000e+00]
 [6.6000e+01 3.8000e+00]
 [6.6000e+01 1.0500e+01]
 [6.6000e+01 1.2900e+01]
 [1.3300e+02 2.5900e+01]
 [6.6000e+01 1.4000e+01]
 [1.9900e+02 3.0300e+01]
 [6.6000e+01 1.3000e+01]
 [6.6000e+01 5.1000e+00]
 [6.6000e+01 9.0000e+00]
 [6.6000e+01 1.0700e+01]
 [1.3400e+02 1.1300e+01]
 [1.3100e+02 2.2000e+01]
 [6.6000e+01 2.4000e+00]
 [6.6000e+01 1.4900e+01]
 [1.6600e+02 1.8200e+01]
 [6.6000e+01 9.9000e+00]
 [6.6000e+01 5.2000e+00]
 [6.6000e+01 8.3000e+00]
 [6.6000e+01 8.5000e+00]
 [6.6000e+01 8.8000e+00]
 [6.6000e+01 1.0000e+01]
 [6.6000e+01 8.2000e+00]
 [1.6600e+02 1.9400e+01]
 [6.6000e+01 3.6000e+00]
 [6.6000e+01 1.6000e+00]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 3.8000e+00]
 [1.9900e+02 9.6000e+00]
 [6.6000e+01 8.2000e+00]
 [1.3300e+02 1.7100e+01]
 [6.6000e+01 8.9000e+00]
 [9.9000e+01 1.2400e+01]
 [6.6000e+01 5.2000e+00]
 [1.3300e+02 1.7900e+01]
 [6.6000e+01 7.7000e+00]
 [9.9000e+01 1.4700e+01]
 [7.1000e+01 8.0000e-01]
 [6.6000e+01 1.5000e+00]
 [6.6000e+01 4.5000e+00]
 [6.6000e+01 8.4000e+00]
 [6.6000e+01 1.7000e+00]
 [6.6000e+01 1.0000e+00]
 [6.6000e+01 1.0000e+00]
 [6.6000e+01 6.0000e-01]
 [1.3300e+02 1.9000e+00]
 [9.9000e+01 2.0200e+01]
 [6.6000e+01 9.4920e+02]
 [6.6000e+01 8.5000e+00]
 [9.9000e+01 5.1020e+02]
 [1.9900e+02 8.2080e+02]
 [6.6000e+01 2.9770e+02]
 [6.6000e+01 1.1316e+03]
 [6.6000e+01 2.7000e+00]
 [1.6600e+02 4.4990e+02]
 [6.6000e+01 1.3000e+00]
 [9.9000e+01 1.1700e+01]
 [6.6000e+01 2.0000e+00]
 [1.3200e+02 1.7000e+01]
 [9.9000e+01 1.3500e+01]
