0
"[[ 66.   13.1]
 [ 66.    0.7]
 [ 66.    0.9]
 [ 66.    0.9]
 [ 66.    0.7]
 [ 99.    0.6]
 [ 66.    0.7]
 [133.    4.3]
 [ 66.    0.7]
 [ 66.    3.2]
 [ 66.    4.5]
 [100.    3.2]
 [ 99.    3.5]
 [ 66.    2.8]
 [ 66.    1.7]
 [ 66.    3. ]
 [ 66.    1.5]
 [100.    1.2]
 [ 66.    0.6]
 [ 66.    1.3]
 [ 66.    0.5]
 [ 66.    1.9]
 [ 66.  135. ]
 [ 66.    0.5]
 [ 99.    6.3]
 [ 66.    0.4]
 [ 66.    0.6]
 [132.    1. ]
 [ 66.    1.4]
 [ 66.    1.1]
 [ 66.    0.9]
 [ 66.    1.9]
 [ 66.    2.8]
 [ 66.    0.5]
 [ 66.    0.8]
 [ 67.    0.4]
 [ 66.    2.9]
 [ 66.    0.4]
 [100.   11.1]
 [ 66.    8. ]
 [ 66.    0.9]
 [ 66.    0.6]
 [ 66.    0.6]
 [ 66.    1.6]
 [ 66.    4. ]
 [ 66.    7. ]
 [ 66.    3.5]
 [ 66.    7.7]
 [ 66.    7.3]
 [ 66.    3.3]
 [ 66.    3.9]
 [ 99.    0.8]
 [ 66.    0.8]
 [ 66.    0.7]
 [ 66.    0.8]
 [ 66.    8.1]
 [100.    1. ]
 [ 57.    0.7]
 [ 66.    6.5]
 [ 67.    0.7]
 [ 66.    6. ]
 [ 66.    0.4]
 [132.    2.5]
 [ 99.    1.9]
 [ 99.    5.2]
 [ 66.    1.2]
 [ 66.    5.4]
 [ 99.    4.5]
 [ 66.    0.4]
 [ 66.    4.1]
 [ 66.    0.7]
 [ 66.    0.5]
 [ 66.    0.6]
 [ 66.    0.7]
 [ 66.    0.4]
 [ 66.    0.6]
 [ 66.    0.9]
 [ 99.    0.7]
 [ 99.    1. ]
 [ 66.    2.9]
 [ 66.    0.5]
 [ 99.    0.7]
 [ 99.    0.6]
 [ 66.    0.6]
 [ 99.    0.7]
 [ 66.    0.5]
 [ 99.    7.1]
 [ 99.    2.5]
 [ 66.    0.4]
 [ 66.    0.8]
 [ 66.    1.1]
 [ 99.    1.2]
 [ 97.    1.1]
 [ 66.    0.8]
 [ 66.    0.9]
 [ 99.    1. ]
 [ 66.   10. ]
 [ 66.    0.6]
 [100.    1. ]
 [ 66.    0.4]
 [ 66.    0.4]
 [ 66.    0.5]
 [108.    0.7]
 [ 66.    3.7]
 [ 66.    1.3]
 [ 99.    2.4]
 [ 66.    1. ]
 [ 66.    1.7]
 [ 66.    1.1]
 [ 66.    1.4]
 [ 67.    1.5]
 [ 66.    1.1]
 [ 66.    0.5]
 [ 66.    1.4]
 [ 66.    3.6]
 [ 62.   31.5]
 [ 99.    1. ]
 [ 66.    0.4]
 [133.    1. ]
 [ 66.    4.1]
 [ 99.    0.5]
 [ 66.    2.9]
 [ 66.    2.3]
 [ 66.    1.2]
 [ 66.    1. ]
 [ 99.    0.7]
 [ 66.    1.1]
 [ 69.    3. ]
 [ 66.    1. ]
 [ 66.    0.7]
 [ 66.    0.9]
 [ 66.    0.6]
 [132.    2.7]
 [ 99.    1.6]
 [ 99.    1.7]
 [ 66.    0.7]
 [133.    5.2]
 [ 66.    5.5]
 [ 66.    3.1]
 [ 66.    6.5]
 [ 66.    0.6]
 [ 99.    1.9]
 [ 66.    0.7]
 [ 66.    0.5]
 [ 99.    4.4]
 [100.    1.7]
 [ 66.    3.1]]"
"[[ 66.    1.2]
 [ 66.    0.8]
 [ 99.    0.8]
 [ 66.    0.7]
 [ 66.    6.7]
 [ 66.    0.5]
 [ 66.    1.9]
 [ 66.    2. ]
 [ 99.    1.6]
 [ 66.    0.8]
 [ 66.    3.3]
 [ 66.    1.8]
 [ 66.    1.4]
 [100.    7.5]
 [ 66.    4. ]
 [ 99.    1.2]
 [ 65.    0.9]
 [ 66.    6. ]
 [ 66.    4.3]
 [ 66.    0.5]
 [ 99.    3.7]
 [ 66.    3.6]
 [ 66.    0.7]
 [ 66.    0.7]
 [ 99.    6.4]
 [ 66.    3.4]
 [ 66.    0.9]
 [ 99.    0.6]
 [ 66.    5.9]
 [199.    2.8]
 [ 99.    1.9]
 [100.    3. ]
 [ 66.    0.6]
 [166.    1. ]
 [ 66.    0.7]
 [ 66.    0.4]
 [ 66.    0.6]
 [ 66.    9.1]
 [ 99.    7.9]
 [ 99.    5.3]
 [ 99.    3.8]
 [ 66.    7.3]
 [ 99.    2.4]
 [ 66.    1.6]
 [ 66.    6.6]
 [ 66.    1.1]
 [ 66.    0.5]
 [ 67.    0.6]
 [ 66.    0.5]
 [ 66.    0.5]
 [100.    7.7]
 [ 66.    1.7]
 [ 66.    1.1]
 [ 66.    9.4]
 [ 66.    0.3]
 [ 66.    4.2]
 [ 99.    2.9]
 [ 69.    1.4]
 [ 66.    0.4]
 [ 66.    9.8]
 [ 66.    1.6]
 [ 66.    0.6]
 [ 67.    2.8]
 [ 66.    2.1]
 [ 66.    0.7]
 [ 66.    5.5]
 [ 66.    2.7]
 [ 66.   10. ]
 [ 99.    7.1]
 [ 99.    4.5]
 [ 66.    0.6]
 [ 66.    5.4]
 [ 66.    3.9]
 [ 66.    0.5]
 [ 99.    0.7]
 [ 99.    7. ]
 [ 99.    1.4]
 [ 66.    0.6]
 [ 99.    1. ]
 [ 99.   15. ]
 [ 66.    1.1]
 [ 65.    2.6]
 [ 99.    2.5]
 [ 66.    3.8]
 [ 66.    8. ]
 [ 66.    1.8]
 [ 66.    1.8]
 [ 66.    2.3]
 [ 66.    3.1]
 [ 99.    8.1]
 [ 99.   11.6]
 [ 66.    7.6]
 [ 99.    1.3]
 [ 66.   12.8]
 [ 66.    3.4]
 [ 61.    1.8]
 [ 66.    1.1]
 [ 96.   16.2]
 [ 66.   13.5]
 [ 66.    1.5]
 [ 66.    9.3]
 [ 66.    6.1]
 [ 66.    0.5]
 [ 66.   13.5]
 [ 66.   10.9]
 [ 66.    0.5]
 [ 66.    0.6]
 [ 66.    0.7]
 [ 66.    4.1]
 [ 66.    1.6]
 [ 99.    4.4]
 [ 66.    3.4]
 [ 66.    0.6]
 [ 66.    1.1]
 [ 66.    6.4]
 [ 63.    5. ]
 [ 66.    1.1]
 [ 66.    2.6]
 [ 66.    0.8]
 [ 66.    5.3]
 [ 66.    2. ]
 [ 66.    0.5]
 [ 66.    2.7]
 [ 66.    2. ]
 [ 66.    8.9]
 [ 99.    6.4]
 [ 66.    4.8]
 [ 66.    0.6]
 [ 66.    0.6]
 [ 67.    0.7]
 [ 66.    5.5]
 [ 66.   10.4]
 [ 66.    2.5]
 [ 66.    0.6]
 [ 66.    7.9]
 [ 66.   13.3]
 [ 99.    4. ]
 [ 66.    0.6]
 [ 66.    0.5]
 [ 66.    0.5]
 [ 66.    8.5]
 [ 99.    0.8]
 [ 66.    2.6]
 [ 66.    0.8]
 [ 99.    1. ]
 [ 64.    0.6]
 [ 99.   13.5]
 [ 66.    1. ]
 [100.    8.1]
 [ 66.    6.8]
 [ 66.    4.9]
 [ 66.    5.3]
 [ 67.    1.7]
 [ 66.    2.9]
 [ 66.    7.1]
 [ 66.    0.6]
 [ 66.    0.8]
 [ 66.    0.4]
 [ 66.    1. ]
 [ 66.    0.5]
 [ 66.    4. ]
 [ 66.    9.3]
 [ 66.    0.5]
 [ 66.    0.5]
 [ 66.    0.5]
 [ 66.    5. ]
 [ 66.    0.9]
 [100.    9. ]
 [ 66.    1.5]
 [ 66.    6.1]
 [ 66.    4.1]
 [ 66.    2.3]
 [ 66.    9.1]
 [ 66.    0.4]
 [ 66.    7. ]
 [ 99.    0.9]
 [132.    1.2]
 [ 66.    0.7]
 [ 66.    0.8]
 [ 66.    0.6]
 [ 66.    0.4]
 [ 67.    0.5]
 [ 99.    1. ]
 [ 66.    4.3]
 [ 66.    8.9]
 [ 66.    6.9]
 [ 99.    8.4]
 [ 66.    0.4]
 [ 66.    3.2]
 [ 66.    0.8]
 [ 66.    4.6]
 [ 99.    1. ]
 [ 66.    2. ]
 [ 66.    4.5]
 [ 99.   11.2]
 [ 66.    6. ]
 [ 66.    2.7]
 [ 66.    1.9]
 [133.    2.5]
 [ 66.    5.5]
 [ 66.    0.5]
 [ 66.    0.5]
 [ 66.    0.5]
 [ 66.    0.7]
 [ 68.    7.1]
 [ 66.    0.5]
 [ 66.    1.1]
 [ 66.   10.1]
 [ 66.    1.1]
 [ 66.    9.6]
 [ 66.    3.6]
 [ 66.    2.6]
 [ 66.    2.3]
 [ 66.    0.8]
 [ 68.    2.6]
 [ 67.    1.2]]"
"[[6.60000e+01 1.00000e+00]
 [6.60000e+01 1.00000e+00]
 [6.60000e+01 6.11000e+01]
 [6.60000e+01 4.04800e+02]
 [9.90000e+01 3.00000e+00]
 [1.33000e+02 3.80000e+00]
 [6.60000e+01 3.50000e+00]
 [6.60000e+01 3.40000e+00]
 [6.60000e+01 3.90000e+00]
 [6.60000e+01 2.64500e+02]
 [1.33000e+02 6.61600e+02]
 [6.60000e+01 1.94000e+01]
 [6.60000e+01 9.88000e+01]
 [1.00000e+02 7.84800e+02]
 [6.60000e+01 2.90500e+02]
 [6.60000e+01 6.66055e+04]
 [6.20000e+01 1.61840e+03]
 [6.60000e+01 1.09590e+03]
 [6.60000e+01 1.79440e+03]
 [6.60000e+01 6.01200e+02]
 [6.60000e+01 5.00000e-01]
 [6.60000e+01 9.70000e+00]
 [6.60000e+01 3.00000e+00]
 [9.90000e+01 7.10000e+00]
 [6.50000e+01 3.00000e+00]
 [6.60000e+01 3.80000e+00]
 [6.60000e+01 1.50000e+00]
 [6.70000e+01 7.90000e+00]
 [6.60000e+01 3.80000e+00]
 [9.90000e+01 2.00000e+00]
 [6.60000e+01 1.50000e+00]
 [9.90000e+01 3.20000e+00]
 [6.60000e+01 1.50000e+00]
 [6.60000e+01 1.60000e+00]
 [6.60000e+01 8.00000e-01]
 [9.90000e+01 2.50000e+00]
 [6.60000e+01 1.70000e+00]
 [6.60000e+01 1.80000e+00]
 [1.66000e+02 5.47000e+01]
 [1.34000e+02 5.09000e+01]
 [6.60000e+01 3.90000e+00]
 [6.60000e+01 5.28000e+01]
 [6.60000e+01 2.80000e+00]
 [1.32000e+02 9.56800e+02]
 [6.60000e+01 3.20000e+00]
 [1.33000e+02 1.14000e+01]
 [1.02000e+02 1.02000e+01]
 [6.60000e+01 3.00000e+00]
 [6.60000e+01 1.30000e+00]
 [6.60000e+01 5.60000e+00]
 [6.60000e+01 3.90000e+00]
 [9.90000e+01 8.00000e-01]
 [9.90000e+01 2.40000e+00]
 [1.33000e+02 1.60000e+00]
 [6.60000e+01 7.00600e+02]
 [6.60000e+01 3.63260e+03]
 [6.60000e+01 1.30000e+00]
 [6.60000e+01 7.00000e-01]
 [6.60000e+01 2.80000e+00]
 [6.60000e+01 2.20000e+00]
 [9.90000e+01 1.00000e+00]
 [6.60000e+01 3.90000e+00]
 [1.00000e+02 5.30000e+00]
 [6.60000e+01 1.20000e+00]
 [6.50000e+01 4.00000e-01]
 [6.60000e+01 3.90000e+00]
 [6.60000e+01 7.00000e-01]
 [6.60000e+01 5.00000e-01]
 [6.60000e+01 3.80000e+00]
 [6.60000e+01 7.40000e+00]
 [6.60000e+01 6.00000e-01]
 [2.66000e+02 2.22000e+01]
 [6.60000e+01 1.05470e+03]
 [6.60000e+01 7.50000e+00]
 [6.60000e+01 1.00000e+00]
 [6.60000e+01 8.00000e-01]
 [6.60000e+01 5.00000e-01]
 [6.40000e+01 6.00000e-01]
 [9.90000e+01 1.90000e+00]
 [6.60000e+01 7.03000e+01]
 [6.60000e+01 5.80000e+00]
 [6.60000e+01 1.60000e+00]
 [6.70000e+01 1.40000e+00]
 [6.60000e+01 4.40000e+00]
 [6.60000e+01 6.10000e+00]
 [6.60000e+01 5.00000e-01]
 [6.20000e+01 3.28700e+02]
 [6.60000e+01 4.30000e+00]
 [6.60000e+01 3.70000e+00]
 [6.60000e+01 1.10000e+00]]"
"[[6.6000e+01 1.2000e+00]
 [9.9000e+01 2.5000e+00]
 [6.6000e+01 3.9000e+00]
 [6.6000e+01 8.0000e-01]
 [6.6000e+01 2.8000e+00]
 [6.6000e+01 5.7000e+00]
 [6.6000e+01 3.4000e+00]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 4.0000e-01]
 [6.6000e+01 2.0000e+00]
 [6.6000e+01 1.0000e+00]
 [6.6000e+01 9.0000e-01]
 [1.3300e+02 6.2000e+00]
 [9.9000e+01 1.5000e+00]
 [6.6000e+01 6.0000e-01]
 [6.7000e+01 7.0000e-01]
 [6.6000e+01 6.0000e-01]
 [6.6000e+01 1.0900e+01]
 [6.6000e+01 6.0000e-01]
 [6.6000e+01 8.0000e-01]
 [6.6000e+01 2.1000e+00]
 [6.6000e+01 5.0000e+00]
 [6.6000e+01 2.5000e+00]
 [6.6000e+01 1.3200e+01]
 [6.6000e+01 1.5000e+00]
 [6.6000e+01 4.9000e+00]
 [6.6000e+01 7.0000e-01]
 [6.6000e+01 6.0000e-01]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 1.2000e+00]
 [6.6000e+01 1.0300e+01]
 [6.6000e+01 3.3900e+01]
 [1.3300e+02 3.7500e+01]
 [6.2000e+01 1.4000e+00]
 [6.6000e+01 9.0000e-01]
 [6.6000e+01 2.0000e+00]
 [9.9000e+01 8.0000e-01]
 [6.9000e+01 5.1000e+00]
 [9.9000e+01 1.1000e+00]
 [6.6000e+01 7.0000e-01]
 [9.9000e+01 1.0400e+01]
 [6.6000e+01 1.9000e+00]
 [6.6000e+01 5.3000e+00]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 1.5400e+01]
 [9.9000e+01 9.0000e-01]
 [6.6000e+01 8.0000e-01]
 [6.6000e+01 1.0000e+00]
 [6.6000e+01 9.0000e-01]
 [6.6000e+01 1.0000e+00]
 [6.6000e+01 9.0000e-01]
 [6.5000e+01 6.0000e-01]
 [6.6000e+01 2.6000e+00]
 [6.6000e+01 6.0000e-01]
 [6.6000e+01 3.4000e+00]
 [6.6000e+01 6.9000e+00]
 [9.9000e+01 7.0000e-01]
 [6.6000e+01 1.1600e+01]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 1.4800e+01]
 [9.9000e+01 8.0000e-01]
 [6.6000e+01 1.5500e+01]
 [1.3300e+02 1.1000e+00]
 [6.6000e+01 4.0000e-01]
 [6.6000e+01 6.8000e+00]
 [6.6000e+01 5.0000e-01]
 [6.1000e+01 1.1000e+00]
 [6.6000e+01 1.1000e+00]
 [6.6000e+01 7.0000e-01]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 1.1000e+00]
 [1.3200e+02 2.7000e+00]
 [6.6000e+01 1.1000e+00]
 [6.6000e+01 3.4000e+00]
 [1.6600e+02 1.2500e+01]
 [6.6000e+01 3.2000e+00]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 2.6000e+00]
 [6.6000e+01 1.0000e+00]
 [6.6000e+01 8.0000e-01]
 [6.6000e+01 6.0000e-01]
 [6.6000e+01 9.0000e-01]
 [6.6000e+01 9.0000e-01]
 [6.6000e+01 7.0000e-01]
 [6.6000e+01 8.0000e-01]
 [6.6000e+01 3.3100e+01]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 7.0000e-01]
 [6.6000e+01 6.7000e+00]
 [6.6000e+01 6.0000e-01]
 [6.6000e+01 8.0000e-01]
 [6.6000e+01 3.7000e+00]
 [1.9900e+02 6.5000e+00]
 [9.9000e+01 9.3000e+00]
 [6.6000e+01 1.1000e+01]
 [1.0000e+02 3.4500e+01]
 [6.6000e+01 5.5000e+00]
 [6.6000e+01 1.0000e+00]
 [6.6000e+01 1.2000e+00]
 [9.9000e+01 1.0000e+00]
 [6.6000e+01 2.2000e+00]
 [6.6000e+01 1.1000e+00]
 [6.6000e+01 3.2000e+00]
 [6.6000e+01 1.9000e+00]
 [9.9000e+01 2.1000e+00]
 [6.6000e+01 2.4000e+00]
 [9.9000e+01 8.0000e-01]
 [9.9000e+01 7.0000e-01]
 [6.6000e+01 9.0000e+00]
 [9.9000e+01 1.2000e+00]
 [1.3300e+02 1.0000e+00]
 [9.9000e+01 7.0000e-01]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 1.4000e+00]
 [6.6000e+01 8.0000e-01]
 [6.6000e+01 4.0000e-01]
 [6.6000e+01 2.1000e+00]
 [6.6000e+01 5.0000e-01]
 [9.9000e+01 1.2400e+01]
 [9.9000e+01 3.6000e+00]
 [6.6000e+01 3.4000e+00]
 [6.6000e+01 3.8000e+00]
 [1.3300e+02 3.6000e+00]
 [6.6000e+01 7.0000e-01]
 [6.6000e+01 2.7000e+00]
 [6.6000e+01 2.9000e+00]
 [6.6000e+01 4.3000e+00]
 [6.8000e+01 7.0000e-01]
 [9.9000e+01 6.0000e-01]
 [6.8000e+01 5.0000e-01]
 [6.6000e+01 4.0000e-01]
 [6.6000e+01 1.5000e+00]
 [6.6000e+01 1.0000e+00]
 [6.6000e+01 9.0000e-01]
 [6.6000e+01 1.1000e+00]
 [6.6000e+01 4.2000e+00]
 [6.6000e+01 2.0000e+00]
 [6.6000e+01 2.4000e+00]
 [6.6000e+01 4.3000e+00]
 [1.3300e+02 2.3600e+01]
 [6.6000e+01 1.6000e+00]
 [6.5000e+01 8.0000e-01]
 [9.9000e+01 2.0000e+00]
 [9.9000e+01 4.6000e+00]
 [6.6000e+01 2.2000e+00]
 [9.9000e+01 8.0000e-01]
 [6.6000e+01 1.5000e+00]
 [1.9900e+02 2.0800e+01]
 [6.6000e+01 2.4000e+00]
 [6.6000e+01 9.0000e+00]
 [6.6000e+01 2.0000e+00]
 [6.6000e+01 2.5000e+00]
 [6.6000e+01 1.9000e+00]
 [6.6000e+01 1.6000e+00]
 [6.6000e+01 4.6000e+00]
 [6.6000e+01 1.4300e+01]
 [6.6000e+01 1.1000e+00]
 [1.3300e+02 2.3000e+00]
 [6.6000e+01 1.0000e+00]
 [6.6000e+01 1.6000e+00]
 [9.9000e+01 1.4700e+01]
 [6.6000e+01 8.0000e-01]
 [9.9000e+01 8.0000e-01]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 1.5000e+00]
 [6.6000e+01 5.0000e-01]
 [9.9000e+01 1.1000e+00]
 [1.3300e+02 1.6000e+00]
 [9.9000e+01 8.7000e+00]
 [6.6000e+01 7.0000e-01]
 [6.6000e+01 1.4000e+00]
 [9.9000e+01 3.5000e+00]
 [6.6000e+01 6.0000e+00]
 [6.6000e+01 3.8000e+00]
 [9.8000e+01 2.7000e+00]
 [9.9000e+01 5.0500e+01]
 [6.6000e+01 1.4000e+00]
 [6.6000e+01 1.0300e+01]
 [1.3300e+02 1.9000e+01]
 [9.9000e+01 7.0000e-01]
 [5.6000e+01 7.0000e-01]
 [9.9000e+01 5.9000e+00]
 [9.9000e+01 7.4000e+00]
 [6.6000e+01 6.0000e-01]
 [6.6000e+01 4.0000e-01]
 [6.6000e+01 1.2000e+00]
 [9.9000e+01 7.1000e+00]
 [6.6000e+01 7.0000e-01]
 [1.0000e+02 7.3000e+00]
 [6.6000e+01 1.9000e+00]
 [6.6000e+01 7.5000e+00]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 6.0000e-01]
 [6.6000e+01 5.6000e+00]
 [6.6000e+01 3.3000e+00]
 [6.6000e+01 1.9000e+00]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 8.0000e-01]
 [6.6000e+01 2.1000e+00]
 [6.6000e+01 8.0000e-01]
 [9.9000e+01 9.0000e-01]
 [6.6000e+01 5.9000e+00]
 [6.6000e+01 6.0000e-01]
 [6.6000e+01 5.0000e-01]
 [6.6000e+01 5.9000e+00]
 [9.9000e+01 7.0000e-01]
 [9.9000e+01 3.5000e+00]
 [6.6000e+01 3.2000e+00]
 [6.6000e+01 3.5000e+00]
 [6.6000e+01 1.1000e+01]
 [6.6000e+01 4.8000e+00]
 [6.6000e+01 1.3500e+01]
 [6.6000e+01 1.3600e+01]
 [6.6000e+01 5.8000e+00]
 [6.6000e+01 1.0300e+01]
 [1.3300e+02 3.0400e+01]
 [2.2700e+02 4.0600e+01]
 [6.6000e+01 9.6000e+00]
 [6.6000e+01 5.7000e+00]
 [1.3300e+02 1.1500e+01]
 [6.6000e+01 4.7000e+00]
 [6.6000e+01 4.4000e+00]
 [6.6000e+01 6.5000e+00]
 [9.9000e+01 1.6300e+01]
 [1.6600e+02 3.5000e+01]
 [6.6000e+01 1.6000e+00]
 [6.6000e+01 8.0000e-01]
 [6.6000e+01 1.1000e+00]
 [1.0100e+02 1.1600e+01]
 [6.6000e+01 9.0000e-01]
 [6.6000e+01 8.0000e-01]
 [6.6000e+01 1.9000e+00]
 [6.6000e+01 4.3000e+00]
 [6.6000e+01 2.0000e+00]
 [6.6000e+01 6.5000e+00]
 [6.6000e+01 9.3000e+00]
 [6.6000e+01 4.3000e+00]
 [6.6000e+01 8.1000e+00]
 [1.3300e+02 8.0000e+00]
 [6.6000e+01 8.3000e+00]
 [6.6000e+01 4.4000e+00]
 [1.9900e+02 2.0400e+01]
 [9.9000e+01 6.9000e+00]
 [9.9000e+01 2.4100e+01]
 [6.6000e+01 2.9000e+00]
 [6.6000e+01 6.0000e+00]
 [1.0000e+02 3.2000e+00]
 [9.9000e+01 1.1000e+00]
 [6.6000e+01 9.0000e-01]
 [6.6000e+01 6.0000e-01]
 [6.6000e+01 6.9000e+00]
 [6.6000e+01 7.3000e+00]
 [6.9000e+01 1.5000e+00]
 [6.6000e+01 2.9000e+00]
 [6.6000e+01 1.2600e+01]
 [6.7000e+01 1.6400e+01]
 [1.3300e+02 1.6400e+01]
 [9.9000e+01 6.0000e-01]
 [6.6000e+01 1.2000e+00]
 [6.6000e+01 4.0000e-01]
 [6.6000e+01 4.2000e+00]
 [6.7000e+01 1.1600e+01]
 [6.6000e+01 5.9000e+00]
 [6.6000e+01 8.9000e+00]
 [6.6000e+01 7.9000e+00]
 [6.6000e+01 4.3000e+00]
 [9.9000e+01 6.2000e+00]
 [6.6000e+01 2.9000e+00]
 [6.6000e+01 4.9000e+00]
 [6.6000e+01 3.4300e+01]
 [6.6000e+01 1.5800e+01]
 [9.9000e+01 3.8900e+01]
 [6.6000e+01 2.2000e+00]
 [6.6000e+01 7.3000e+00]
 [6.6000e+01 5.1000e+00]
 [1.3200e+02 2.0000e+01]
 [6.6000e+01 6.1000e+00]
 [6.6000e+01 1.2500e+01]
 [6.6000e+01 3.0000e+00]
 [6.6000e+01 6.7312e+03]
 [1.6600e+02 2.3200e+01]
 [9.9000e+01 1.2500e+01]
 [6.6000e+01 7.0000e-01]
 [1.0000e+02 1.5800e+01]
 [6.6000e+01 7.9000e+00]
 [6.6000e+01 3.5000e+00]
 [6.6000e+01 6.9000e+00]
 [6.5000e+01 5.5000e+00]
 [6.6000e+01 3.0000e+00]
 [6.7000e+01 7.2000e+00]
 [6.6000e+01 3.1000e+00]
 [6.6000e+01 1.1500e+01]
 [6.6000e+01 5.0000e+00]
 [6.6000e+01 4.8000e+00]
 [5.4000e+01 2.7000e+00]
 [6.6000e+01 3.9000e+00]
 [6.6000e+01 5.5000e+00]
 [6.6000e+01 4.7000e+00]
 [1.3300e+02 1.4900e+01]
 [6.3000e+01 3.0000e+00]
 [6.6000e+01 1.2200e+01]
 [1.3300e+02 9.1000e+00]
 [6.6000e+01 9.5000e+00]
 [6.6000e+01 4.5000e+00]
 [6.6000e+01 9.6000e+00]
 [9.9000e+01 8.5000e+00]
 [6.5000e+01 3.0000e+00]
 [6.6000e+01 5.0000e+00]
 [6.6000e+01 1.1500e+01]
 [6.6000e+01 1.0000e+00]
 [9.9000e+01 2.0100e+01]
 [6.6000e+01 1.8100e+01]
 [6.6000e+01 5.5000e+00]
 [6.6000e+01 3.9500e+01]
 [6.6000e+01 2.9000e+00]
 [7.1000e+01 3.5000e+00]
 [6.6000e+01 1.8000e+00]
 [6.6000e+01 4.6000e+00]
 [6.6000e+01 3.7000e+00]
 [6.6000e+01 4.4000e+00]
 [6.6000e+01 6.5000e+00]
 [1.3300e+02 5.9000e+00]
 [6.6000e+01 6.5000e+00]
 [1.9900e+02 1.4300e+01]
 [1.3300e+02 1.2200e+01]
 [6.6000e+01 6.1000e+00]
 [6.6000e+01 1.9900e+01]
 [6.6000e+01 3.6000e+00]]"
"[[66.  11.6]
 [66.  10.5]
 [66.   0.4]
 ...
 [65.  47.5]
 [66.   1.7]
 [66.   0.7]]"
"[[133.    3.7]
 [133.    3.8]
 [ 66.    4. ]
 [ 99.    3.5]
 [ 66.    2. ]
 [ 66.    1.9]
 [ 66.    1.8]
 [ 99.    9.2]
 [166.    2.9]
 [ 67.    2.4]
 [ 99.    0.8]
 [ 65.    1.6]
 [ 66.    5. ]
 [ 66.    1.3]
 [ 66.    1.3]
 [ 66.    1.3]
 [ 66.    1.1]
 [133.    1.8]
 [ 66.    0.9]
 [ 66.    3.7]
 [ 66.    5.3]
 [133.    5.4]
 [ 66.    2.1]
 [ 98.    3.4]
 [ 66.    6.4]
 [ 66.    3.5]
 [ 66.    5.2]
 [ 99.    3.7]
 [ 66.    1.7]
 [ 66.   20.7]
 [132.   29.5]
 [ 67.    2.5]
 [ 66.    2.2]
 [ 66.    2.2]
 [ 66.    1.7]
 [ 65.    4. ]
 [ 66.    2.5]
 [ 63.    1.4]
 [ 66.    0.7]
 [ 66.    1.1]
 [ 66.    2.5]
 [ 66.    3.5]
 [133.    1.5]
 [ 66.    1.1]
 [ 66.    1.9]
 [ 66.    1.3]
 [ 66.    0.9]
 [ 66.    6.4]
 [ 66.   31.3]
 [ 99.   80.1]
 [ 99.   16.2]
 [ 66.   43.5]
 [133.   40.3]
 [ 66.   39. ]
 [ 66.   51. ]
 [ 66.   27.2]
 [135.   30.4]
 [ 99.   22.5]
 [199.   77.1]
 [232.   97.5]
 [166.   39.4]
 [ 66.   22.2]
 [ 66.   32.6]
 [ 66.   26.8]
 [ 66.   10.5]
 [ 66.   31. ]
 [ 66.   20.5]
 [ 61.   55.6]
 [ 66.   35.3]
 [199.   54. ]
 [ 99.   39.4]
 [133.   26.2]
 [ 99.   52.5]
 [ 66.    2.4]
 [ 66.    1.6]
 [ 66.   11. ]
 [166.   41.4]
 [133.   68.9]
 [ 66.   36.3]
 [ 66.   28. ]
 [ 66.   30.4]
 [ 66.   26.1]
 [ 66.    6.6]
 [266.  104.9]
 [132.   52.8]
 [266.  100.9]
 [ 66.    2.1]
 [ 66.   40.5]
 [ 66.   13.4]
 [ 66.   11.1]
 [ 64.    9.9]
 [ 99.   31.7]
 [ 99.   28.8]
 [ 66.   31.3]
 [ 66.   16.7]
 [ 66.   39.5]
 [ 66.    2.5]
 [ 66.   49.1]
 [ 66.    1.4]
 [ 99.   48.6]
 [ 66.    3.2]
 [133.   74.8]
 [ 66.    1.6]
 [ 66.   18. ]
 [ 61.   21. ]
 [ 66.   46.1]
 [ 66.   74. ]
 [132.  105.7]
 [ 66.   29. ]
 [ 66.   24.9]
 [ 66.   14.8]
 [ 99.   20.2]
 [ 66.   33.9]
 [ 99.   18. ]
 [ 66.    3.9]
 [ 66.    2.1]
 [ 99.   24.8]
 [ 66.    1.7]
 [ 66.    3. ]
 [132.   11.4]
 [ 66.    0.8]
 [ 66.    1.5]
 [ 66.    0.9]
 [ 66.    0.9]
 [ 66.    1.2]
 [ 68.    1.1]
 [ 66.    0.6]
 [ 69.    0.7]
 [ 66.    0.6]
 [ 66.    1.8]
 [133.    4.9]
 [ 66.    1.1]
 [ 66.    0.5]
 [ 66.    1.8]
 [ 69.    4.4]
 [ 66.    0.9]
 [ 99.    1.8]
 [ 66.    2.1]
 [ 99.    4.2]
 [ 66.    1.2]
 [ 66.    1.3]
 [ 66.    0.8]
